i,j,k,sidx,da0f878c-c524-622b-50a5-a1f39b6c2075,12b66d3d-838e-2ffe-fd52-9d5144e33e5e,e3f3cfcf-5bc4-f7c9-5364-72151d2f9d70
1,0,1,52,18.6703171,Quaternary,TRUE
1,0,1,55,20.24132967,Quaternary,TRUE
1,0,1,56,18.91677725,Quaternary,TRUE
1,0,1,58,18.75576662,Quaternary,TRUE
1,0,1,59,19.75702355,Quaternary,TRUE
1,0,1,61,16.11185936,Quartz,TRUE
1,0,1,62,20.89733433,Quaternary,TRUE
1,0,1,64,11.61264299,Sandstone,FALSE
1,0,1,65,18.5249089,Quaternary,TRUE
1,0,1,68,10.95297661,Sandstone,FALSE
1,0,1,69,16.39698622,Quartz,TRUE
1,0,1,71,15.22885991,Quartz,FALSE
1,0,1,72,17.07264612,Quartz,TRUE
1,0,1,74,18.86995881,Quaternary,TRUE
1,0,1,75,20.25950457,Quaternary,TRUE
1,0,1,77,12.45069867,Sandstone,FALSE
1,0,1,78,12.45093315,Sandstone,FALSE
1,0,1,81,10.94287899,Sandstone,FALSE
1,0,1,82,10.99097667,Sandstone,FALSE
1,0,1,84,19.70641677,Quaternary,TRUE
1,0,1,85,13.7603058,Sandstone,FALSE
1,0,1,87,16.22198713,Quartz,TRUE
1,0,1,88,10.34753005,Sandstone,FALSE
1,0,1,90,9.801248767,Greywacke,FALSE
1,0,1,91,13.86171454,Sandstone,FALSE
1,0,1,94,19.29841753,Quaternary,TRUE
1,0,1,95,12.24368997,Sandstone,FALSE
1,0,1,97,17.21198241,Quartz,TRUE
1,0,1,98,14.68087179,Sandstone,FALSE
1,0,1,100,9.695728181,Greywacke,FALSE
1,0,1,101,19.71068443,Quaternary,TRUE
1,0,1,103,16.16890902,Quartz,TRUE
1,0,1,104,17.12058125,Quartz,TRUE
1,0,2,3,11.49742646,Sandstone,FALSE
1,0,2,4,9.355029364,Greywacke,FALSE
1,0,2,6,7.803721314,Greywacke,FALSE
1,0,2,7,6.320141034,Greywacke,FALSE
1,0,2,9,9.083254308,Greywacke,FALSE
1,0,2,10,6.992882911,Greywacke,FALSE
1,0,2,12,9.719433688,Greywacke,FALSE
1,0,2,13,9.710072909,Greywacke,FALSE
1,0,2,16,6.034349117,Greywacke,FALSE
1,0,2,17,13.10285946,Sandstone,FALSE
1,0,2,19,7.947781596,Greywacke,FALSE
1,0,2,20,13.69238407,Sandstone,FALSE
1,0,2,22,11.32374479,Sandstone,FALSE
1,0,2,23,12.66179619,Sandstone,FALSE
1,0,2,25,8.795581288,Greywacke,FALSE
1,0,2,26,6.099051395,Greywacke,FALSE
1,0,2,29,8.444490302,Greywacke,FALSE
1,0,2,30,8.045988672,Greywacke,FALSE
1,0,2,32,10.22745634,Sandstone,FALSE
1,0,2,33,6.34657456,Greywacke,FALSE
1,0,2,35,6.77378827,Greywacke,FALSE
1,0,2,36,9.583413707,Greywacke,FALSE
1,0,2,38,7.419962743,Greywacke,FALSE
1,0,2,39,7.196474418,Greywacke,FALSE
1,0,2,42,8.830777334,Greywacke,FALSE
1,0,2,43,7.225360182,Greywacke,FALSE
1,0,2,45,10.78527976,Sandstone,FALSE
1,0,2,46,7.337814771,Greywacke,FALSE
1,0,2,48,11.95927715,Sandstone,FALSE
1,0,2,49,9.189579791,Greywacke,FALSE
1,0,2,51,7.20194844,Greywacke,FALSE
1,0,2,52,7.782780324,Greywacke,FALSE
1,0,2,55,8.961471903,Greywacke,FALSE
1,0,2,56,9.750171559,Greywacke,FALSE
1,0,2,58,11.63467594,Sandstone,FALSE
1,0,2,59,10.40578985,Sandstone,FALSE
1,0,2,61,11.23943124,Sandstone,FALSE
1,0,2,62,7.400927515,Greywacke,FALSE
1,0,2,64,11.86579308,Sandstone,FALSE
1,0,2,65,10.23474888,Sandstone,FALSE
1,0,2,68,10.56633827,Sandstone,FALSE
1,0,2,69,10.93102227,Sandstone,FALSE
1,0,2,71,6.836447992,Greywacke,FALSE
1,0,2,72,7.309978175,Greywacke,FALSE
1,0,2,74,8.016531933,Greywacke,FALSE
1,0,2,75,9.582440748,Greywacke,FALSE
1,0,2,77,13.34727751,Sandstone,FALSE
1,0,2,78,12.6446959,Sandstone,FALSE
1,0,2,81,8.516661341,Greywacke,FALSE
1,0,2,82,7.020123941,Greywacke,FALSE
1,0,2,84,10.89572556,Sandstone,FALSE
1,0,2,85,9.367094432,Greywacke,FALSE
1,0,2,87,10.22697062,Sandstone,FALSE
1,0,2,88,6.078968315,Greywacke,FALSE
1,0,2,90,8.733860341,Greywacke,FALSE
1,0,2,91,7.426128291,Greywacke,FALSE
1,0,2,94,11.24743072,Sandstone,FALSE
1,0,2,95,13.10214847,Sandstone,FALSE
1,0,2,97,7.803969743,Greywacke,FALSE
1,0,2,98,8.831311353,Greywacke,FALSE
1,0,2,100,10.48384004,Sandstone,FALSE
1,0,2,101,11.86862583,Sandstone,FALSE
1,0,2,103,10.27054603,Sandstone,FALSE
1,0,2,104,10.02827003,Sandstone,FALSE
1,0,3,3,5.83175722,Greywacke,FALSE
1,0,3,4,6.093110955,Greywacke,FALSE
1,0,3,6,9.136906557,Greywacke,FALSE
1,0,3,7,6.438869466,Greywacke,FALSE
1,0,3,9,5.335282526,Greywacke,FALSE
1,0,3,10,5.997679023,Greywacke,FALSE
1,0,3,12,7.893926525,Greywacke,FALSE
1,0,3,13,5.305424605,Greywacke,FALSE
1,0,3,16,6.74726835,Greywacke,FALSE
1,0,3,17,5.045535796,Greywacke,FALSE
1,0,3,19,6.133901131,Greywacke,FALSE
1,0,3,20,4.914420502,Basement,FALSE
1,0,3,22,8.691896326,Greywacke,FALSE
1,0,3,23,7.809544023,Greywacke,FALSE
1,0,3,25,8.259593373,Greywacke,FALSE
1,0,3,26,9.514199918,Greywacke,FALSE
1,0,3,29,8.186068674,Greywacke,FALSE
1,0,3,30,6.252348064,Greywacke,FALSE
1,0,3,32,8.654329415,Greywacke,FALSE
1,0,3,33,10.00088198,Sandstone,FALSE
1,0,3,35,5.517325319,Greywacke,FALSE
1,0,3,36,7.08404461,Greywacke,FALSE
1,0,3,38,5.115083233,Greywacke,FALSE
1,0,3,39,6.757807787,Greywacke,FALSE
1,0,3,42,8.464373736,Greywacke,FALSE
1,0,3,43,6.550732978,Greywacke,FALSE
1,0,3,45,8.787052898,Greywacke,FALSE
1,0,3,46,7.157571362,Greywacke,FALSE
1,0,3,48,5.607874384,Greywacke,FALSE
1,0,3,49,4.642967574,Basement,FALSE
1,0,3,51,7.63033,Greywacke,FALSE
1,0,3,52,4.736540744,Basement,FALSE
1,0,3,55,7.173093026,Greywacke,FALSE
1,0,3,56,8.993227332,Greywacke,FALSE
1,0,3,58,6.055755736,Greywacke,FALSE
1,0,3,59,5.205724943,Greywacke,FALSE
1,0,3,61,6.465824905,Greywacke,FALSE
1,0,3,62,5.035241477,Greywacke,FALSE
1,0,3,64,4.489605108,Basement,FALSE
1,0,3,65,4.895384229,Basement,FALSE
1,0,3,68,5.542003177,Greywacke,FALSE
1,0,3,69,4.527865637,Basement,FALSE
1,0,3,71,7.861240877,Greywacke,FALSE
1,0,3,72,6.854129338,Greywacke,FALSE
1,0,3,74,5.346443402,Greywacke,FALSE
1,0,3,75,9.434807394,Greywacke,FALSE
1,0,3,77,8.449538683,Greywacke,FALSE
1,0,3,78,6.002671245,Greywacke,FALSE
1,0,3,81,9.359329387,Greywacke,FALSE
1,0,3,82,9.09705591,Greywacke,FALSE
1,0,3,84,6.64867361,Greywacke,FALSE
1,0,3,85,6.055776425,Greywacke,FALSE
1,0,3,87,5.775316586,Greywacke,FALSE
1,0,3,88,5.602740098,Greywacke,FALSE
1,0,3,90,6.747364621,Greywacke,FALSE
1,0,3,91,5.084014528,Greywacke,FALSE
1,0,3,94,8.1403557,Greywacke,FALSE
1,0,3,95,5.933898312,Greywacke,FALSE
1,0,3,97,8.633185922,Greywacke,FALSE
1,0,3,98,9.756118557,Greywacke,FALSE
1,0,3,100,6.042818832,Greywacke,FALSE
1,0,3,101,5.20553674,Greywacke,FALSE
1,0,3,103,10.17859476,Sandstone,FALSE
1,0,3,104,6.771609499,Greywacke,FALSE
1,1,0,3,5.161856093,Greywacke,FALSE
1,1,0,4,4.346590369,Basement,FALSE
1,1,0,6,5.772754067,Greywacke,FALSE
1,1,0,7,3.225684706,Basement,FALSE
1,1,0,9,4.473140956,Basement,FALSE
1,1,0,10,6.75496101,Greywacke,FALSE
1,1,0,12,7.163623851,Greywacke,FALSE
1,1,0,13,3.392163448,Basement,FALSE
1,1,0,16,4.060149767,Basement,FALSE
1,1,0,17,3.203997316,Basement,FALSE
1,1,0,19,5.011790946,Greywacke,FALSE
1,1,0,20,4.007084351,Basement,FALSE
1,1,0,22,5.600607014,Greywacke,FALSE
1,1,0,23,4.597388865,Basement,FALSE
1,1,0,25,3.938159841,Basement,FALSE
1,1,0,26,6.320118927,Greywacke,FALSE
1,1,0,29,4.067310392,Basement,FALSE
1,1,0,30,6.441366411,Greywacke,FALSE
1,1,0,32,4.734819368,Basement,FALSE
1,1,0,33,3.688990453,Basement,FALSE
1,1,0,35,5.436030633,Greywacke,FALSE
1,1,0,36,5.064946151,Greywacke,FALSE
1,1,0,38,6.157188235,Greywacke,FALSE
1,1,0,39,4.467262134,Basement,FALSE
1,1,0,42,4.39667057,Basement,FALSE
1,1,0,43,5.267904719,Greywacke,FALSE
1,1,0,45,6.777489212,Greywacke,FALSE
1,1,0,46,5.759729539,Greywacke,FALSE
1,1,0,48,4.53855891,Basement,FALSE
1,1,0,49,6.013788282,Greywacke,FALSE
1,1,0,51,6.826517424,Greywacke,FALSE
1,1,0,52,6.475270428,Greywacke,FALSE
1,1,0,55,6.070553679,Greywacke,FALSE
1,1,0,56,5.219642709,Greywacke,FALSE
1,1,0,58,4.468987488,Basement,FALSE
1,1,0,59,6.359079951,Greywacke,FALSE
1,1,0,61,3.706903592,Basement,FALSE
1,1,0,62,4.361833648,Basement,FALSE
1,1,0,64,3.504615718,Basement,FALSE
1,1,0,65,3.721748635,Basement,FALSE
1,1,0,68,6.472176901,Greywacke,FALSE
1,1,0,69,3.403311455,Basement,FALSE
1,1,0,71,7.21858964,Greywacke,FALSE
1,1,0,72,7.271809219,Greywacke,FALSE
1,1,0,74,5.211716422,Greywacke,FALSE
1,1,0,75,5.099702719,Greywacke,FALSE
1,1,0,77,7.175081489,Greywacke,FALSE
1,1,0,78,3.787334324,Basement,FALSE
1,1,0,81,6.12071424,Greywacke,FALSE
1,1,0,82,5.207883267,Greywacke,FALSE
1,1,0,84,4.272296803,Basement,FALSE
1,1,0,85,4.745891697,Basement,FALSE
1,1,0,87,3.974445559,Basement,FALSE
1,1,0,88,4.521184998,Basement,FALSE
1,1,0,90,5.628931019,Greywacke,FALSE
1,1,0,91,5.472267409,Greywacke,FALSE
1,1,0,94,4.734381107,Basement,FALSE
1,1,0,95,6.309539207,Greywacke,FALSE
1,1,0,97,6.308543635,Greywacke,FALSE
1,1,0,98,5.584347586,Greywacke,FALSE
1,1,0,100,4.744752624,Basement,FALSE
1,1,0,101,5.379636541,Greywacke,FALSE
1,1,0,103,3.939444787,Basement,FALSE
1,1,0,104,6.170835412,Greywacke,FALSE
1,1,1,3,6.003705051,Greywacke,FALSE
1,1,1,4,8.214881973,Greywacke,FALSE
1,1,1,6,8.602046387,Greywacke,FALSE
1,1,1,7,8.257808876,Greywacke,FALSE
1,1,1,9,7.449646208,Greywacke,FALSE
1,1,1,10,3.780145893,Basement,FALSE
1,1,1,12,6.503602973,Greywacke,FALSE
1,1,1,13,4.309077842,Basement,FALSE
1,1,1,16,7.710543759,Greywacke,FALSE
1,1,1,17,5.711758805,Greywacke,FALSE
1,1,1,19,5.989358424,Greywacke,FALSE
1,1,1,20,6.369451667,Greywacke,FALSE
1,1,1,22,5.977352866,Greywacke,FALSE
1,1,1,23,7.922404422,Greywacke,FALSE
1,1,1,25,8.192200353,Greywacke,FALSE
1,1,1,26,5.809503812,Greywacke,FALSE
1,1,1,29,5.745239515,Greywacke,FALSE
1,1,1,30,4.168322707,Basement,FALSE
1,1,1,32,7.002104648,Greywacke,FALSE
1,1,1,33,7.331899027,Greywacke,FALSE
1,1,1,35,5.519808862,Greywacke,FALSE
1,1,1,36,4.69888181,Basement,FALSE
1,1,1,38,7.818075138,Greywacke,FALSE
1,1,1,39,4.937965723,Basement,FALSE
1,1,1,42,7.092771424,Greywacke,FALSE
1,1,1,43,5.255422926,Greywacke,FALSE
1,1,1,45,7.807628094,Greywacke,FALSE
1,1,1,46,8.042295499,Greywacke,FALSE
1,1,1,48,8.641152995,Greywacke,FALSE
1,1,1,49,6.251454874,Greywacke,FALSE
1,1,1,51,5.615935657,Greywacke,FALSE
1,1,1,52,8.450738042,Greywacke,FALSE
1,1,1,55,6.359217776,Greywacke,FALSE
1,1,1,56,3.820375652,Basement,FALSE
1,1,1,58,7.876863711,Greywacke,FALSE
1,1,1,59,6.059759833,Greywacke,FALSE
1,1,1,61,3.793172075,Basement,FALSE
1,1,1,62,6.480370964,Greywacke,FALSE
1,1,1,64,3.751238108,Basement,FALSE
1,1,1,65,6.976104867,Greywacke,FALSE
1,1,1,68,4.058885317,Basement,FALSE
1,1,1,69,4.481701481,Basement,FALSE
1,1,1,71,4.523582304,Basement,FALSE
1,1,1,72,4.612332179,Basement,FALSE
1,1,1,74,6.134175352,Greywacke,FALSE
1,1,1,75,8.477136064,Greywacke,FALSE
1,1,1,77,8.626308462,Greywacke,FALSE
1,1,1,78,4.776414114,Basement,FALSE
1,1,1,81,8.013249355,Greywacke,FALSE
1,1,1,82,4.646146408,Basement,FALSE
1,1,1,84,5.24530216,Greywacke,FALSE
1,1,1,85,7.291926391,Greywacke,FALSE
1,1,1,87,3.875702983,Basement,FALSE
1,1,1,88,8.396148164,Greywacke,FALSE
1,1,1,90,8.081227695,Greywacke,FALSE
1,1,1,91,4.704284252,Basement,FALSE
1,1,1,94,7.088794447,Greywacke,FALSE
1,1,1,95,4.041169898,Basement,FALSE
1,1,1,97,5.997295531,Greywacke,FALSE
1,1,1,98,7.1929618,Greywacke,FALSE
1,1,1,100,3.903699734,Basement,FALSE
1,1,1,101,5.875046087,Greywacke,FALSE
1,1,1,103,8.361715151,Greywacke,FALSE
1,1,1,104,8.021856377,Greywacke,FALSE
1,1,2,3,7.906831803,Greywacke,FALSE
1,1,2,4,12.07800165,Sandstone,FALSE
1,1,2,6,8.367914688,Greywacke,FALSE
1,1,2,7,8.529173254,Greywacke,FALSE
1,1,2,9,13.1465829,Sandstone,FALSE
1,1,2,10,12.16551853,Sandstone,FALSE
1,1,2,12,6.928484085,Greywacke,FALSE
1,1,2,13,9.751430877,Greywacke,FALSE
1,1,2,16,13.55102335,Sandstone,FALSE
1,1,2,17,8.839127052,Greywacke,FALSE
1,1,2,19,11.71017838,Sandstone,FALSE
1,1,2,20,7.071149327,Greywacke,FALSE
1,1,2,22,7.936202645,Greywacke,FALSE
1,1,2,23,9.7785795,Greywacke,FALSE
1,1,2,25,13.32298477,Sandstone,FALSE
1,1,2,26,8.586268089,Greywacke,FALSE
1,1,2,29,10.52442537,Sandstone,FALSE
1,1,2,30,13.03116501,Sandstone,FALSE
1,1,2,32,12.9041737,Sandstone,FALSE
1,1,2,33,11.23325097,Sandstone,FALSE
1,1,2,35,10.63257989,Sandstone,FALSE
1,1,2,36,7.925806655,Greywacke,FALSE
1,1,2,38,9.314993744,Greywacke,FALSE
1,1,2,39,13.86213614,Sandstone,FALSE
1,1,2,42,10.5621919,Sandstone,FALSE
1,1,2,43,12.45599011,Sandstone,FALSE
1,1,2,45,12.43762693,Sandstone,FALSE
1,1,2,46,11.58249476,Sandstone,FALSE
1,1,2,48,6.553133977,Greywacke,FALSE
1,1,2,49,14.04380636,Sandstone,FALSE
1,1,2,51,13.78888002,Sandstone,FALSE
1,1,2,52,8.80715557,Greywacke,FALSE
1,1,2,55,10.63716223,Sandstone,FALSE
1,1,2,56,11.027841,Sandstone,FALSE
1,1,2,58,12.75357684,Sandstone,FALSE
1,1,2,59,12.08330607,Sandstone,FALSE
1,1,2,61,8.153640074,Greywacke,FALSE
1,1,2,62,12.51379675,Sandstone,FALSE
1,1,2,64,12.57842382,Sandstone,FALSE
1,1,2,65,7.473145224,Greywacke,FALSE
1,1,2,68,11.16657017,Sandstone,FALSE
1,1,2,69,11.18756358,Sandstone,FALSE
1,1,2,71,14.18345585,Sandstone,FALSE
1,1,2,72,13.32982174,Sandstone,FALSE
1,1,2,74,6.615073175,Greywacke,FALSE
1,1,2,75,13.36267849,Sandstone,FALSE
1,1,2,77,11.94006708,Sandstone,FALSE
1,1,2,78,10.63444795,Sandstone,FALSE
1,1,2,81,13.61993705,Sandstone,FALSE
1,1,2,82,11.45731159,Sandstone,FALSE
1,1,2,84,13.28050235,Sandstone,FALSE
1,1,2,85,11.98460636,Sandstone,FALSE
1,1,2,87,12.90776805,Sandstone,FALSE
1,1,2,88,6.811581897,Greywacke,FALSE
1,1,2,90,12.48317734,Sandstone,FALSE
1,1,2,91,9.07408441,Greywacke,FALSE
1,1,2,94,8.487053406,Greywacke,FALSE
1,1,2,95,13.80870418,Sandstone,FALSE
1,1,2,97,6.895065895,Greywacke,FALSE
1,1,2,98,12.06795372,Sandstone,FALSE
1,1,2,100,6.749043178,Greywacke,FALSE
1,1,2,101,11.19199334,Sandstone,FALSE
1,1,2,103,13.61906873,Sandstone,FALSE
1,1,2,104,13.17451751,Sandstone,FALSE
1,1,3,3,12.07032232,Sandstone,FALSE
1,1,3,4,9.885685142,Greywacke,FALSE
1,1,3,6,5.882318255,Greywacke,FALSE
1,1,3,7,7.741153058,Greywacke,FALSE
1,1,3,9,12.3896833,Sandstone,FALSE
1,1,3,10,10.08506272,Sandstone,FALSE
1,1,3,12,10.87186997,Sandstone,FALSE
1,1,3,13,10.18554708,Sandstone,FALSE
1,1,3,16,9.739118464,Greywacke,FALSE
1,1,3,17,6.565467394,Greywacke,FALSE
1,1,3,19,10.32641602,Sandstone,FALSE
1,1,3,20,6.717566837,Greywacke,FALSE
1,1,3,22,7.014892995,Greywacke,FALSE
1,1,3,23,11.88868538,Sandstone,FALSE
1,1,3,25,10.72703569,Sandstone,FALSE
1,1,3,26,11.15835545,Sandstone,FALSE
1,1,3,29,7.735381105,Greywacke,FALSE
1,1,3,30,9.989881715,Greywacke,FALSE
1,1,3,32,12.50789961,Sandstone,FALSE
1,1,3,33,12.09245788,Sandstone,FALSE
1,1,3,35,8.948357987,Greywacke,FALSE
1,1,3,36,9.290186036,Greywacke,FALSE
1,1,3,38,12.21333876,Sandstone,FALSE
1,1,3,39,10.10859168,Sandstone,FALSE
1,1,3,42,11.31130272,Sandstone,FALSE
1,1,3,43,11.47609092,Sandstone,FALSE
1,1,3,45,9.055736397,Greywacke,FALSE
1,1,3,46,9.180962415,Greywacke,FALSE
1,1,3,48,11.2612692,Sandstone,FALSE
1,1,3,49,9.052913498,Greywacke,FALSE
1,1,3,51,6.445537894,Greywacke,FALSE
1,1,3,52,9.147938853,Greywacke,FALSE
1,1,3,55,11.66048932,Sandstone,FALSE
1,1,3,56,6.260101314,Greywacke,FALSE
1,1,3,58,11.33871066,Sandstone,FALSE
1,1,3,59,9.817178081,Greywacke,FALSE
1,1,3,61,10.19687663,Sandstone,FALSE
1,1,3,62,10.16651078,Sandstone,FALSE
1,1,3,64,6.825707422,Greywacke,FALSE
1,1,3,65,9.58474042,Greywacke,FALSE
1,1,3,68,10.57690479,Sandstone,FALSE
1,1,3,69,7.454556459,Greywacke,FALSE
1,1,3,71,10.21813411,Sandstone,FALSE
1,1,3,72,8.15026515,Greywacke,FALSE
1,1,3,74,6.407332929,Greywacke,FALSE
1,1,3,75,9.320615362,Greywacke,FALSE
1,1,3,77,10.95906818,Sandstone,FALSE
1,1,3,78,7.380092856,Greywacke,FALSE
1,1,3,81,10.62385977,Sandstone,FALSE
1,1,3,82,6.414022075,Greywacke,FALSE
1,1,3,84,8.183899282,Greywacke,FALSE
1,1,3,85,11.3354482,Sandstone,FALSE
1,1,3,87,10.8609505,Sandstone,FALSE
1,1,3,88,10.21862835,Sandstone,FALSE
1,1,3,90,11.48105681,Sandstone,FALSE
1,1,3,91,8.707862548,Greywacke,FALSE
1,1,3,94,12.52237349,Sandstone,FALSE
1,1,3,95,5.483756298,Greywacke,FALSE
1,1,3,97,9.090088544,Greywacke,FALSE
1,1,3,98,9.790966289,Greywacke,FALSE
1,1,3,100,9.380057795,Greywacke,FALSE
1,1,3,101,11.74991734,Sandstone,FALSE
1,1,3,103,10.73043752,Sandstone,FALSE
1,1,3,104,7.723821303,Greywacke,FALSE
1,2,0,3,5.806483374,Greywacke,FALSE
1,2,0,4,6.809063999,Greywacke,FALSE
1,2,0,6,7.123941828,Greywacke,FALSE
1,2,0,7,5.085927772,Greywacke,FALSE
1,2,0,9,4.7004312,Basement,FALSE
1,2,0,10,6.68603057,Greywacke,FALSE
1,2,0,12,4.948984807,Basement,FALSE
1,2,0,13,5.246554044,Greywacke,FALSE
1,2,0,16,4.776612695,Basement,FALSE
1,2,0,17,5.552739451,Greywacke,FALSE
1,2,0,19,5.082737762,Greywacke,FALSE
1,2,0,20,5.665394614,Greywacke,FALSE
1,2,0,22,5.036927585,Greywacke,FALSE
1,2,0,23,5.643604681,Greywacke,FALSE
1,2,0,25,3.791903647,Basement,FALSE
1,2,0,26,3.618073958,Basement,FALSE
1,2,0,29,7.044864699,Greywacke,FALSE
1,2,0,30,6.321295623,Greywacke,FALSE
1,2,0,32,5.607749262,Greywacke,FALSE
1,2,0,33,3.807511009,Basement,FALSE
1,2,0,35,4.966581881,Basement,FALSE
1,2,0,36,6.691097323,Greywacke,FALSE
1,2,0,38,6.344017161,Greywacke,FALSE
1,2,0,39,7.137704335,Greywacke,FALSE
1,2,0,42,4.236959176,Basement,FALSE
1,2,0,43,4.732811844,Basement,FALSE
1,2,0,45,6.688160717,Greywacke,FALSE
1,2,0,46,5.756119342,Greywacke,FALSE
1,2,0,48,6.451457513,Greywacke,FALSE
1,2,0,49,7.203836533,Greywacke,FALSE
1,2,0,51,3.274028021,Basement,FALSE
1,2,0,52,6.218369847,Greywacke,FALSE
1,2,0,55,6.77924738,Greywacke,FALSE
1,2,0,56,5.068472125,Greywacke,FALSE
1,2,0,58,5.46559463,Greywacke,FALSE
1,2,0,59,4.411427821,Basement,FALSE
1,2,0,61,7.071036916,Greywacke,FALSE
1,2,0,62,3.415237898,Basement,FALSE
1,2,0,64,5.719791854,Greywacke,FALSE
1,2,0,65,3.540198706,Basement,FALSE
1,2,0,68,4.033820095,Basement,FALSE
1,2,0,69,6.037852678,Greywacke,FALSE
1,2,0,71,4.822323265,Basement,FALSE
1,2,0,72,4.543716613,Basement,FALSE
1,2,0,74,3.510230591,Basement,FALSE
1,2,0,75,4.883736141,Basement,FALSE
1,2,0,77,5.0135461,Greywacke,FALSE
1,2,0,78,6.097762887,Greywacke,FALSE
1,2,0,81,7.324591484,Greywacke,FALSE
1,2,0,82,4.239052848,Basement,FALSE
1,2,0,84,6.739505711,Greywacke,FALSE
1,2,0,85,4.684315319,Basement,FALSE
1,2,0,87,4.317285248,Basement,FALSE
1,2,0,88,6.004814757,Greywacke,FALSE
1,2,0,90,7.298087437,Greywacke,FALSE
1,2,0,91,3.711413888,Basement,FALSE
1,2,0,94,6.291523871,Greywacke,FALSE
1,2,0,95,5.669208443,Greywacke,FALSE
1,2,0,97,3.716895859,Basement,FALSE
1,2,0,98,7.256093959,Greywacke,FALSE
1,2,0,100,3.658725407,Basement,FALSE
1,2,0,101,4.651906751,Basement,FALSE
1,2,0,103,4.24598257,Basement,FALSE
1,2,0,104,7.204458053,Greywacke,FALSE
1,2,1,3,12.74205291,Sandstone,FALSE
1,2,1,4,8.907480887,Greywacke,FALSE
1,2,1,6,8.419651472,Greywacke,FALSE
1,2,1,7,12.46075186,Sandstone,FALSE
1,2,1,9,8.38791818,Greywacke,FALSE
1,2,1,10,7.056546669,Greywacke,FALSE
1,2,1,12,8.50162066,Greywacke,FALSE
1,2,1,13,8.086669228,Greywacke,FALSE
1,2,1,16,6.949684462,Greywacke,FALSE
1,2,1,17,12.41837356,Sandstone,FALSE
1,2,1,19,7.058783563,Greywacke,FALSE
1,2,1,20,7.730301626,Greywacke,FALSE
1,2,1,22,9.769207271,Greywacke,FALSE
1,2,1,23,9.362087447,Greywacke,FALSE
1,2,1,25,6.513545273,Greywacke,FALSE
1,2,1,26,9.037761896,Greywacke,FALSE
1,2,1,29,11.38106499,Sandstone,FALSE
1,2,1,30,6.235240546,Greywacke,FALSE
1,2,1,32,11.65795237,Sandstone,FALSE
1,2,1,33,11.92651639,Sandstone,FALSE
1,2,1,35,9.003622738,Greywacke,FALSE
1,2,1,36,11.41887816,Sandstone,FALSE
1,2,1,38,11.03851816,Sandstone,FALSE
1,2,1,39,13.33448452,Sandstone,FALSE
1,2,1,42,12.55437264,Sandstone,FALSE
1,2,1,43,9.462375589,Greywacke,FALSE
1,2,1,45,7.524867712,Greywacke,FALSE
1,2,1,46,10.02407602,Sandstone,FALSE
1,2,1,48,7.526532656,Greywacke,FALSE
1,2,1,49,5.935871753,Greywacke,FALSE
1,2,1,51,6.291848413,Greywacke,FALSE
1,2,1,52,9.202225735,Greywacke,FALSE
1,2,1,55,10.31973087,Sandstone,FALSE
1,2,1,56,9.207707788,Greywacke,FALSE
1,2,1,58,9.159168198,Greywacke,FALSE
1,2,1,59,6.568506989,Greywacke,FALSE
1,2,1,61,8.901747455,Greywacke,FALSE
1,2,1,62,7.439216054,Greywacke,FALSE
1,2,1,64,6.430489061,Greywacke,FALSE
1,2,1,65,13.07505335,Sandstone,FALSE
1,2,1,68,6.028677499,Greywacke,FALSE
1,2,1,69,11.45741907,Sandstone,FALSE
1,2,1,71,6.038475894,Greywacke,FALSE
1,2,1,72,12.96664373,Sandstone,FALSE
1,2,1,74,7.375910292,Greywacke,FALSE
1,2,1,75,8.52022432,Greywacke,FALSE
1,2,1,77,11.56989425,Sandstone,FALSE
1,2,1,78,6.010195286,Greywacke,FALSE
1,2,1,81,11.55536707,Sandstone,FALSE
1,2,1,82,10.57782258,Sandstone,FALSE
1,2,1,84,9.358586351,Greywacke,FALSE
1,2,1,85,10.60602708,Sandstone,FALSE
1,2,1,87,8.385490261,Greywacke,FALSE
1,2,1,88,9.123442217,Greywacke,FALSE
1,2,1,90,8.314739112,Greywacke,FALSE
1,2,1,91,7.831232669,Greywacke,FALSE
1,2,1,94,7.256555228,Greywacke,FALSE
1,2,1,95,6.475669935,Greywacke,FALSE
1,2,1,97,7.413853535,Greywacke,FALSE
1,2,1,98,10.92243325,Sandstone,FALSE
1,2,1,100,10.91737828,Sandstone,FALSE
1,2,1,101,7.026345627,Greywacke,FALSE
1,2,1,103,13.15926535,Sandstone,FALSE
1,2,1,104,7.441756949,Greywacke,FALSE
1,2,2,3,9.31316975,Greywacke,FALSE
1,2,2,4,14.91001178,Sandstone,FALSE
1,2,2,6,15.64814752,Quartz,FALSE
1,2,2,7,15.04533428,Quartz,FALSE
1,2,2,9,11.32155625,Sandstone,FALSE
1,2,2,10,11.15048458,Sandstone,FALSE
1,2,2,12,8.006760756,Greywacke,FALSE
1,2,2,13,12.27108338,Sandstone,FALSE
1,2,2,16,13.80090798,Sandstone,FALSE
1,2,2,17,15.54076214,Quartz,FALSE
1,2,2,19,9.883875998,Greywacke,FALSE
1,2,2,20,15.5599616,Quartz,FALSE
1,2,2,22,12.55512248,Sandstone,FALSE
1,2,2,23,16.94829458,Quartz,TRUE
1,2,2,25,8.304394048,Greywacke,FALSE
1,2,2,26,17.72035339,Quartz,TRUE
1,2,2,29,7.653622778,Greywacke,FALSE
1,2,2,30,8.311221574,Greywacke,FALSE
