i,j,k,sidx,44fa148e-fbff-4cb0-81ec-1b3fd52a2476,0418a65e-ad83-4bf4-9413-6aa4007f984b,66814097-a0fc-4109-acfd-b2e57789921a
1,1,0,65,3.7217486,Basement,False
1,1,0,68,6.472177,Greywacke,False
1,1,0,69,3.4033115,Basement,False
1,1,0,71,7.21859,Greywacke,False
1,1,0,72,7.271809,Greywacke,False
1,1,0,74,5.2117167,Greywacke,False
1,1,0,75,5.099703,Greywacke,False
1,1,0,77,7.1750813,Greywacke,False
1,1,0,78,3.7873344,Basement,False
1,1,0,81,6.120714,Greywacke,False
1,1,0,82,5.2078834,Greywacke,False
1,1,0,84,4.272297,Basement,False
1,1,0,85,4.7458916,Basement,False
1,1,0,87,3.9744456,Basement,False
1,1,0,88,4.521185,Basement,False
1,1,0,90,5.628931,Greywacke,False
1,1,0,91,5.4722676,Greywacke,False
1,1,0,94,4.734381,Basement,False
1,1,0,95,6.3095393,Greywacke,False
1,1,0,97,6.3085437,Greywacke,False
1,1,0,98,5.5843477,Greywacke,False
1,1,0,100,4.7447524,Basement,False
1,1,0,101,5.379637,Greywacke,False
1,1,0,103,3.9394448,Basement,False
1,1,0,104,6.1708355,Greywacke,False
1,1,1,3,6.003705,Greywacke,False
1,1,1,4,8.214882,Greywacke,False
1,1,1,6,8.602046,Greywacke,False
1,1,1,7,8.257809,Greywacke,False
1,1,1,9,7.449646,Greywacke,False
1,1,1,10,3.780146,Basement,False
1,1,1,12,6.503603,Greywacke,False
1,1,1,13,4.3090777,Basement,False
1,1,1,16,7.7105436,Greywacke,False
1,1,1,17,5.7117586,Greywacke,False
1,1,1,19,5.9893584,Greywacke,False
1,1,1,20,6.3694515,Greywacke,False
1,1,1,22,5.977353,Greywacke,False
1,1,1,23,7.9224043,Greywacke,False
1,1,1,25,8.192201,Greywacke,False
1,1,1,26,5.809504,Greywacke,False
1,1,1,29,5.7452397,Greywacke,False
1,1,1,30,4.1683226,Basement,False
1,1,1,32,7.0021048,Greywacke,False
1,1,1,33,7.331899,Greywacke,False
1,1,1,35,5.519809,Greywacke,False
1,1,1,36,4.6988816,Basement,False
1,1,1,38,7.818075,Greywacke,False
1,1,1,39,4.937966,Basement,False
1,1,1,42,7.0927715,Greywacke,False
1,1,1,43,5.255423,Greywacke,False
1,1,1,45,7.807628,Greywacke,False
1,1,1,46,8.042295,Greywacke,False
1,1,1,48,8.641153,Greywacke,False
1,1,1,49,6.251455,Greywacke,False
1,1,1,51,5.615936,Greywacke,False
1,1,1,52,8.450738,Greywacke,False
1,1,1,55,6.3592176,Greywacke,False
1,1,1,56,3.8203757,Basement,False
1,1,1,58,7.8768635,Greywacke,False
1,1,1,59,6.0597596,Greywacke,False
1,1,1,61,3.7931721,Basement,False
1,1,1,62,6.480371,Greywacke,False
1,1,1,64,3.751238,Basement,False
1,1,1,65,6.9761047,Greywacke,False
1,1,1,68,4.058885,Basement,False
1,1,1,69,4.4817014,Basement,False
1,1,1,71,4.5235825,Basement,False
1,1,1,72,4.6123323,Basement,False
1,1,1,74,6.1341753,Greywacke,False
1,1,1,75,8.477136,Greywacke,False
1,1,1,77,8.626308,Greywacke,False
1,1,1,78,4.776414,Basement,False
1,1,1,81,8.013249,Greywacke,False
1,1,1,82,4.6461463,Basement,False
1,1,1,84,5.245302,Greywacke,False
1,1,1,85,7.2919264,Greywacke,False
1,1,1,87,3.875703,Basement,False
1,1,1,88,8.396148,Greywacke,False
1,1,1,90,8.081227,Greywacke,False
1,1,1,91,4.704284,Basement,False
1,1,1,94,7.088794,Greywacke,False
1,1,1,95,4.04117,Basement,False
1,1,1,97,5.9972954,Greywacke,False
1,1,1,98,7.1929617,Greywacke,False
1,1,1,100,3.9036996,Basement,False
1,1,1,101,5.8750463,Greywacke,False
1,1,1,103,8.361715,Greywacke,False
1,1,1,104,8.021856,Greywacke,False
1,1,2,3,7.9068317,Greywacke,False
1,1,2,4,12.078002,Sandstone,False
1,1,2,6,8.367915,Greywacke,False
1,1,2,7,8.529173,Greywacke,False
1,1,2,9,13.146583,Sandstone,False
1,1,2,10,12.165519,Sandstone,False
1,1,2,12,6.928484,Greywacke,False
1,1,2,13,9.7514305,Greywacke,False
1,1,2,16,13.5510235,Sandstone,False
1,1,2,17,8.839127,Greywacke,False
1,1,2,19,11.710178,Sandstone,False
1,1,2,20,7.0711493,Greywacke,False
1,1,2,22,7.9362025,Greywacke,False
1,1,2,23,9.77858,Greywacke,False
1,1,2,25,13.322985,Sandstone,False
1,1,2,26,8.586268,Greywacke,False
1,1,2,29,10.5244255,Sandstone,False
1,1,2,30,13.031165,Sandstone,False
1,1,2,32,12.904174,Sandstone,False
1,1,2,33,11.233251,Sandstone,False
1,1,2,35,10.63258,Sandstone,False
1,1,2,36,7.9258065,Greywacke,False
1,1,2,38,9.314994,Greywacke,False
1,1,2,39,13.862136,Sandstone,False
1,1,2,42,10.562192,Sandstone,False
1,1,2,43,12.45599,Sandstone,False
1,1,2,45,12.437627,Sandstone,False
1,1,2,46,11.582495,Sandstone,False
1,1,2,48,6.553134,Greywacke,False
1,1,2,49,14.043806,Sandstone,False
1,1,2,51,13.78888,Sandstone,False
1,1,2,52,8.807156,Greywacke,False
1,1,2,55,10.637162,Sandstone,False
1,1,2,56,11.027841,Sandstone,False
1,1,2,58,12.753577,Sandstone,False
1,1,2,59,12.083306,Sandstone,False
1,1,2,61,8.15364,Greywacke,False
1,1,2,62,12.513797,Sandstone,False
1,1,2,64,12.5784235,Sandstone,False
1,1,2,65,7.473145,Greywacke,False
1,1,2,68,11.16657,Sandstone,False
1,1,2,69,11.187564,Sandstone,False
1,1,2,71,14.183455,Sandstone,False
1,1,2,72,13.329822,Sandstone,False
1,1,2,74,6.615073,Greywacke,False
1,1,2,75,13.362679,Sandstone,False
1,1,2,77,11.940067,Sandstone,False
1,1,2,78,10.634448,Sandstone,False
1,1,2,81,13.619937,Sandstone,False
1,1,2,82,11.457312,Sandstone,False
1,1,2,84,13.280502,Sandstone,False
1,1,2,85,11.984607,Sandstone,False
1,1,2,87,12.907768,Sandstone,False
1,1,2,88,6.811582,Greywacke,False
1,1,2,90,12.483177,Sandstone,False
1,1,2,91,9.074084,Greywacke,False
1,1,2,94,8.487054,Greywacke,False
1,1,2,95,13.808704,Sandstone,False
1,1,2,97,6.895066,Greywacke,False
1,1,2,98,12.067954,Sandstone,False
1,1,2,100,6.749043,Greywacke,False
1,1,2,101,11.191994,Sandstone,False
1,1,2,103,13.619069,Sandstone,False
1,1,2,104,13.174518,Sandstone,False
1,1,3,3,12.070322,Sandstone,False
1,1,3,4,9.885685,Greywacke,False
1,1,3,6,5.882318,Greywacke,False
1,1,3,7,7.7411532,Greywacke,False
1,1,3,9,12.389684,Sandstone,False
1,1,3,10,10.085063,Sandstone,False
1,1,3,12,10.87187,Sandstone,False
1,1,3,13,10.185547,Sandstone,False
1,1,3,16,9.739119,Greywacke,False
1,1,3,17,6.5654674,Greywacke,False
1,1,3,19,10.326416,Sandstone,False
1,1,3,20,6.717567,Greywacke,False
1,1,3,22,7.014893,Greywacke,False
1,1,3,23,11.888685,Sandstone,False
1,1,3,25,10.7270355,Sandstone,False
1,1,3,26,11.158356,Sandstone,False
1,1,3,29,7.735381,Greywacke,False
1,1,3,30,9.9898815,Greywacke,False
1,1,3,32,12.507899,Sandstone,False
1,1,3,33,12.092458,Sandstone,False
1,1,3,35,8.948358,Greywacke,False
1,1,3,36,9.290186,Greywacke,False
1,1,3,38,12.213339,Sandstone,False
1,1,3,39,10.108592,Sandstone,False
1,1,3,42,11.311303,Sandstone,False
1,1,3,43,11.476091,Sandstone,False
1,1,3,45,9.055737,Greywacke,False
1,1,3,46,9.180963,Greywacke,False
1,1,3,48,11.26127,Sandstone,False
1,1,3,49,9.052914,Greywacke,False
1,1,3,51,6.445538,Greywacke,False
1,1,3,52,9.147939,Greywacke,False
1,1,3,55,11.660489,Sandstone,False
1,1,3,56,6.2601013,Greywacke,False
1,1,3,58,11.338711,Sandstone,False
1,1,3,59,9.817178,Greywacke,False
1,1,3,61,10.196877,Sandstone,False
1,1,3,62,10.166511,Sandstone,False
1,1,3,64,6.8257074,Greywacke,False
1,1,3,65,9.584741,Greywacke,False
1,1,3,68,10.576905,Sandstone,False
1,1,3,69,7.4545565,Greywacke,False
1,1,3,71,10.218134,Sandstone,False
1,1,3,72,8.150265,Greywacke,False
1,1,3,74,6.407333,Greywacke,False
1,1,3,75,9.320616,Greywacke,False
1,1,3,77,10.959068,Sandstone,False
1,1,3,78,7.3800926,Greywacke,False
1,1,3,81,10.623859,Sandstone,False
1,1,3,82,6.414022,Greywacke,False
1,1,3,84,8.183899,Greywacke,False
1,1,3,85,11.335448,Sandstone,False
1,1,3,87,10.86095,Sandstone,False
1,1,3,88,10.218628,Sandstone,False
1,1,3,90,11.481057,Sandstone,False
1,1,3,91,8.707863,Greywacke,False
1,1,3,94,12.522373,Sandstone,False
1,1,3,95,5.483756,Greywacke,False
1,1,3,97,9.090089,Greywacke,False
1,1,3,98,9.790966,Greywacke,False
1,1,3,100,9.380057,Greywacke,False
1,1,3,101,11.749917,Sandstone,False
1,1,3,103,10.730437,Sandstone,False
1,1,3,104,7.723821,Greywacke,False
1,2,0,3,5.8064833,Greywacke,False
1,2,0,4,6.809064,Greywacke,False
1,2,0,6,7.123942,Greywacke,False
1,2,0,7,5.085928,Greywacke,False
1,2,0,9,4.7004313,Basement,False
1,2,0,10,6.6860304,Greywacke,False
1,2,0,12,4.9489846,Basement,False
1,2,0,13,5.246554,Greywacke,False
1,2,0,16,4.7766128,Basement,False
1,2,0,17,5.5527396,Greywacke,False
1,2,0,19,5.082738,Greywacke,False
1,2,0,20,5.665395,Greywacke,False
1,2,0,22,5.0369277,Greywacke,False
1,2,0,23,5.6436048,Greywacke,False
1,2,0,25,3.7919037,Basement,False
1,2,0,26,3.618074,Basement,False
1,2,0,29,7.0448647,Greywacke,False
1,2,0,30,6.3212957,Greywacke,False
1,2,0,32,5.6077495,Greywacke,False
1,2,0,33,3.807511,Basement,False
1,2,0,35,4.966582,Basement,False
1,2,0,36,6.6910973,Greywacke,False
1,2,0,38,6.344017,Greywacke,False
1,2,0,39,7.1377044,Greywacke,False
1,2,0,42,4.236959,Basement,False
1,2,0,43,4.732812,Basement,False
1,2,0,45,6.688161,Greywacke,False
1,2,0,46,5.7561193,Greywacke,False
1,2,0,48,6.4514575,Greywacke,False
1,2,0,49,7.2038364,Greywacke,False
1,2,0,51,3.274028,Basement,False
1,2,0,52,6.21837,Greywacke,False
1,2,0,55,6.7792473,Greywacke,False
1,2,0,56,5.068472,Greywacke,False
1,2,0,58,5.465595,Greywacke,False
1,2,0,59,4.411428,Basement,False
1,2,0,61,7.071037,Greywacke,False
1,2,0,62,3.415238,Basement,False
1,2,0,64,5.719792,Greywacke,False
1,2,0,65,3.5401988,Basement,False
1,2,0,68,4.03382,Basement,False
1,2,0,69,6.037853,Greywacke,False
1,2,0,71,4.8223233,Basement,False
1,2,0,72,4.5437164,Basement,False
1,2,0,74,3.5102305,Basement,False
1,2,0,75,4.883736,Basement,False
1,2,0,77,5.013546,Greywacke,False
1,2,0,78,6.097763,Greywacke,False
1,2,0,81,7.3245916,Greywacke,False
1,2,0,82,4.239053,Basement,False
1,2,0,84,6.739506,Greywacke,False
1,2,0,85,4.684315,Basement,False
1,2,0,87,4.317285,Basement,False
1,2,0,88,6.0048146,Greywacke,False
1,2,0,90,7.2980876,Greywacke,False
1,2,0,91,3.7114139,Basement,False
1,2,0,94,6.291524,Greywacke,False
1,2,0,95,5.6692085,Greywacke,False
1,2,0,97,3.7168958,Basement,False
1,2,0,98,7.256094,Greywacke,False
1,2,0,100,3.6587255,Basement,False
1,2,0,101,4.651907,Basement,False
1,2,0,103,4.2459826,Basement,False
1,2,0,104,7.204458,Greywacke,False
1,2,1,3,12.742053,Sandstone,False
1,2,1,4,8.907481,Greywacke,False
1,2,1,6,8.419651,Greywacke,False
1,2,1,7,12.460752,Sandstone,False
1,2,1,9,8.387918,Greywacke,False
1,2,1,10,7.0565467,Greywacke,False
1,2,1,12,8.50162,Greywacke,False
1,2,1,13,8.086669,Greywacke,False
1,2,1,16,6.9496846,Greywacke,False
1,2,1,17,12.418373,Sandstone,False
1,2,1,19,7.0587835,Greywacke,False
1,2,1,20,7.730302,Greywacke,False
1,2,1,22,9.769207,Greywacke,False
1,2,1,23,9.362087,Greywacke,False
1,2,1,25,6.513545,Greywacke,False
1,2,1,26,9.037762,Greywacke,False
1,2,1,29,11.381065,Sandstone,False
1,2,1,30,6.2352405,Greywacke,False
1,2,1,32,11.657952,Sandstone,False
1,2,1,33,11.926517,Sandstone,False
1,2,1,35,9.003623,Greywacke,False
1,2,1,36,11.418879,Sandstone,False
1,2,1,38,11.038518,Sandstone,False
1,2,1,39,13.334484,Sandstone,False
1,2,1,42,12.554373,Sandstone,False
1,2,1,43,9.462376,Greywacke,False
1,2,1,45,7.5248675,Greywacke,False
1,2,1,46,10.024076,Sandstone,False
1,2,1,48,7.5265326,Greywacke,False
1,2,1,49,5.9358716,Greywacke,False
1,2,1,51,6.291848,Greywacke,False
1,2,1,52,9.202226,Greywacke,False
1,2,1,55,10.319731,Sandstone,False
1,2,1,56,9.207707,Greywacke,False
1,2,1,58,9.159168,Greywacke,False
1,2,1,59,6.568507,Greywacke,False
1,2,1,61,8.901748,Greywacke,False
1,2,1,62,7.439216,Greywacke,False
1,2,1,64,6.430489,Greywacke,False
1,2,1,65,13.075053,Sandstone,False
1,2,1,68,6.0286775,Greywacke,False
1,2,1,69,11.457419,Sandstone,False
1,2,1,71,6.038476,Greywacke,False
1,2,1,72,12.966643,Sandstone,False
1,2,1,74,7.3759103,Greywacke,False
1,2,1,75,8.520225,Greywacke,False
1,2,1,77,11.569894,Sandstone,False
1,2,1,78,6.0101953,Greywacke,False
1,2,1,81,11.555367,Sandstone,False
1,2,1,82,10.577823,Sandstone,False
1,2,1,84,9.358586,Greywacke,False
1,2,1,85,10.606027,Sandstone,False
1,2,1,87,8.38549,Greywacke,False
1,2,1,88,9.123443,Greywacke,False
1,2,1,90,8.314739,Greywacke,False
1,2,1,91,7.8312325,Greywacke,False
1,2,1,94,7.256555,Greywacke,False
1,2,1,95,6.47567,Greywacke,False
1,2,1,97,7.4138536,Greywacke,False
1,2,1,98,10.922433,Sandstone,False
1,2,1,100,10.917378,Sandstone,False
1,2,1,101,7.0263457,Greywacke,False
1,2,1,103,13.1592655,Sandstone,False
1,2,1,104,7.4417567,Greywacke,False
1,2,2,3,9.3131695,Greywacke,False
1,2,2,4,14.910012,Sandstone,False
1,2,2,6,15.648148,Quartz,False
1,2,2,7,15.045334,Quartz,False
1,2,2,9,11.321556,Sandstone,False
1,2,2,10,11.150485,Sandstone,False
1,2,2,12,8.006761,Greywacke,False
1,2,2,13,12.271084,Sandstone,False
1,2,2,16,13.800908,Sandstone,False
1,2,2,17,15.540762,Quartz,False
1,2,2,19,9.883876,Greywacke,False
1,2,2,20,15.559961,Quartz,False
1,2,2,22,12.555122,Sandstone,False
1,2,2,23,16.948294,Quartz,True
1,2,2,25,8.304394,Greywacke,False
1,2,2,26,17.720354,Quartz,True
1,2,2,29,7.6536226,Greywacke,False
1,2,2,30,8.311221,Greywacke,False
1,2,2,32,14.218948,Sandstone,False
1,2,2,33,16.591232,Quartz,True
1,2,2,35,8.077103,Greywacke,False
1,2,2,36,8.280355,Greywacke,False
1,2,2,38,17.443264,Quartz,True
1,2,2,39,14.127167,Sandstone,False
1,2,2,42,13.234653,Sandstone,False
1,2,2,43,16.975986,Quartz,True
1,2,2,45,11.21122,Sandstone,False
1,2,2,46,17.528345,Quartz,True
1,2,2,48,12.2193365,Sandstone,False
1,2,2,49,10.275744,Sandstone,False
1,2,2,51,10.820921,Sandstone,False
1,2,2,52,17.326025,Quartz,True
1,2,2,55,9.591396,Greywacke,False
1,2,2,56,8.4162,Greywacke,False
1,2,2,58,16.425087,Quartz,True
1,2,2,59,15.842828,Quartz,False
1,2,2,61,14.864121,Sandstone,False
1,2,2,62,7.942742,Greywacke,False
1,2,2,64,12.963219,Sandstone,False
1,2,2,65,14.1219635,Sandstone,False
1,2,2,68,15.219828,Quartz,False
1,2,2,69,17.536674,Quartz,True
1,2,2,71,8.476624,Greywacke,False
1,2,2,72,17.450975,Quartz,True
1,2,2,74,14.164757,Sandstone,False
1,2,2,75,11.886357,Sandstone,False
1,2,2,77,14.978013,Sandstone,False
1,2,2,78,12.608892,Sandstone,False
1,2,2,81,16.126364,Quartz,True
1,2,2,82,16.194286,Quartz,True
1,2,2,84,9.082817,Greywacke,False
1,2,2,85,15.641557,Quartz,False
1,2,2,87,11.889003,Sandstone,False
1,2,2,88,11.067177,Sandstone,False
1,2,2,90,10.846725,Sandstone,False
1,2,2,91,13.456298,Sandstone,False
1,2,2,94,17.50523,Quartz,True
1,2,2,95,13.708383,Sandstone,False
1,2,2,97,16.992205,Quartz,True
1,2,2,98,7.661424,Greywacke,False
1,2,2,100,7.705473,Greywacke,False
1,2,2,101,8.47226,Greywacke,False
1,2,2,103,15.003928,Quartz,False
1,2,2,104,15.11834,Quartz,False
1,2,3,3,3.710297,Basement,False
1,2,3,4,5.655,Greywacke,False
1,2,3,6,4.394851,Basement,False
1,2,3,7,3.7351305,Basement,False
1,2,3,9,5.3142242,Greywacke,False
1,2,3,10,7.3507495,Greywacke,False
1,2,3,12,4.2417393,Basement,False
1,2,3,13,5.719327,Greywacke,False
1,2,3,16,4.2521944,Basement,False
1,2,3,17,6.2358193,Greywacke,False
1,2,3,19,5.1901164,Greywacke,False
1,2,3,20,3.4831128,Basement,False
1,2,3,22,6.2582254,Greywacke,False
1,2,3,23,3.5438168,Basement,False
1,2,3,25,4.7144184,Basement,False
1,2,3,26,4.20472,Basement,False
1,2,3,29,3.8315272,Basement,False
1,2,3,30,6.8172693,Greywacke,False
1,2,3,32,4.05894,Basement,False
1,2,3,33,4.764575,Basement,False
1,2,3,35,3.8145776,Basement,False
1,2,3,36,6.114122,Greywacke,False
1,2,3,38,4.7615485,Basement,False
1,2,3,39,4.9112344,Basement,False
1,2,3,42,6.240605,Greywacke,False
1,2,3,43,3.2959318,Basement,False
1,2,3,45,4.3729696,Basement,False
1,2,3,46,3.8777647,Basement,False
1,2,3,48,5.4687557,Greywacke,False
1,2,3,49,5.8236523,Greywacke,False
1,2,3,51,6.9907966,Greywacke,False
1,2,3,52,6.4595847,Greywacke,False
1,2,3,55,5.148222,Greywacke,False
1,2,3,56,7.099312,Greywacke,False
1,2,3,58,3.6606646,Basement,False
1,2,3,59,3.4426048,Basement,False
1,2,3,61,6.6638722,Greywacke,False
1,2,3,62,5.6572876,Greywacke,False
1,2,3,64,5.818609,Greywacke,False
1,2,3,65,3.7393334,Basement,False
1,2,3,68,7.0026646,Greywacke,False
1,2,3,69,5.633956,Greywacke,False
1,2,3,71,6.7554655,Greywacke,False
1,2,3,72,4.294522,Basement,False
1,2,3,74,5.9809775,Greywacke,False
1,2,3,75,5.9426527,Greywacke,False
1,2,3,77,5.3724084,Greywacke,False
1,2,3,78,3.609829,Basement,False
1,2,3,81,7.0338817,Greywacke,False
1,2,3,82,6.164214,Greywacke,False
1,2,3,84,6.8007436,Greywacke,False
1,2,3,85,7.212703,Greywacke,False
1,2,3,87,6.169828,Greywacke,False
1,2,3,88,6.7014613,Greywacke,False
1,2,3,90,7.497725,Greywacke,False
1,2,3,91,3.7832396,Basement,False
1,2,3,94,6.3093724,Greywacke,False
1,2,3,95,3.6635013,Basement,False
1,2,3,97,5.133552,Greywacke,False
1,2,3,98,5.952889,Greywacke,False
1,2,3,100,5.7513466,Greywacke,False
1,2,3,101,7.4156547,Greywacke,False
1,2,3,103,6.8775225,Greywacke,False
1,2,3,104,3.9131339,Basement,False
1,3,0,3,4.398787,Basement,False
1,3,0,4,5.5013323,Greywacke,False
1,3,0,6,6.1896176,Greywacke,False
1,3,0,7,10.067845,Sandstone,False
1,3,0,9,6.3527484,Greywacke,False
1,3,0,10,6.72154,Greywacke,False
1,3,0,12,9.72373,Greywacke,False
1,3,0,13,8.623268,Greywacke,False
1,3,0,16,8.03818,Greywacke,False
1,3,0,17,9.680922,Greywacke,False
1,3,0,19,6.3797297,Greywacke,False
1,3,0,20,5.2303724,Greywacke,False
1,3,0,22,9.6534195,Greywacke,False
1,3,0,23,4.633788,Basement,False
1,3,0,25,9.815105,Greywacke,False
1,3,0,26,9.722038,Greywacke,False
1,3,0,29,8.444341,Greywacke,False
1,3,0,30,8.98088,Greywacke,False
1,3,0,32,6.8046894,Greywacke,False
1,3,0,33,7.3643346,Greywacke,False
1,3,0,35,7.5227833,Greywacke,False
1,3,0,36,8.866179,Greywacke,False
1,3,0,38,8.400646,Greywacke,False
1,3,0,39,9.37451,Greywacke,False
1,3,0,42,8.22279,Greywacke,False
1,3,0,43,8.064496,Greywacke,False
1,3,0,45,7.809897,Greywacke,False
1,3,0,46,7.380338,Greywacke,False
1,3,0,48,5.8908253,Greywacke,False
1,3,0,49,8.274414,Greywacke,False
1,3,0,51,8.695828,Greywacke,False
1,3,0,52,9.2843,Greywacke,False
1,3,0,55,4.7723994,Basement,False
1,3,0,56,9.073134,Greywacke,False
1,3,0,58,5.0552425,Greywacke,False
1,3,0,59,9.882499,Greywacke,False
1,3,0,61,5.7313128,Greywacke,False
1,3,0,62,9.613138,Greywacke,False
1,3,0,64,5.59206,Greywacke,False
1,3,0,65,4.873311,Basement,False
1,3,0,68,6.7200103,Greywacke,False
1,3,0,69,8.835202,Greywacke,False
1,3,0,71,7.5165944,Greywacke,False
1,3,0,72,7.9863157,Greywacke,False
1,3,0,74,9.43861,Greywacke,False
1,3,0,75,6.2561574,Greywacke,False
1,3,0,77,7.4846706,Greywacke,False
1,3,0,78,8.40026,Greywacke,False
1,3,0,81,10.027001,Sandstone,False
1,3,0,82,7.153295,Greywacke,False
1,3,0,84,8.314795,Greywacke,False
1,3,0,85,9.260924,Greywacke,False
1,3,0,87,4.6719365,Basement,False
1,3,0,88,8.458243,Greywacke,False
1,3,0,90,7.271181,Greywacke,False
1,3,0,91,5.678329,Greywacke,False
1,3,0,94,8.6007595,Greywacke,False
1,3,0,95,6.421704,Greywacke,False
1,3,0,97,5.432875,Greywacke,False
1,3,0,98,8.668401,Greywacke,False
1,3,0,100,9.890039,Greywacke,False
1,3,0,101,8.260654,Greywacke,False
1,3,0,103,4.786524,Basement,False
1,3,0,104,6.504279,Greywacke,False
1,3,1,3,8.1835165,Greywacke,False
1,3,1,4,11.806267,Sandstone,False
1,3,1,6,15.175654,Quartz,False
1,3,1,7,17.951084,Quartz,True
1,3,1,9,9.553411,Greywacke,False
1,3,1,10,17.663887,Quartz,True
1,3,1,12,11.131544,Sandstone,False
1,3,1,13,16.639523,Quartz,True
1,3,1,16,7.9051595,Greywacke,False
1,3,1,17,10.169933,Sandstone,False
1,3,1,19,15.07962,Quartz,False
1,3,1,20,12.11097,Sandstone,False
1,3,1,22,12.143253,Sandstone,False
1,3,1,23,11.766236,Sandstone,False
1,3,1,25,13.990871,Sandstone,False
1,3,1,26,9.650749,Greywacke,False
1,3,1,29,17.669188,Quartz,True
1,3,1,30,17.74103,Quartz,True
1,3,1,32,15.347531,Quartz,False
1,3,1,33,9.694883,Greywacke,False
1,3,1,35,12.620387,Sandstone,False
1,3,1,36,13.125525,Sandstone,False
1,3,1,38,15.618423,Quartz,False
1,3,1,39,14.690374,Sandstone,False
1,3,1,42,15.660979,Quartz,False
1,3,1,43,15.849397,Quartz,False
1,3,1,45,12.384108,Sandstone,False
1,3,1,46,13.477531,Sandstone,False
1,3,1,48,11.616329,Sandstone,False
1,3,1,49,9.514907,Greywacke,False
1,3,1,51,9.932987,Greywacke,False
1,3,1,52,9.065733,Greywacke,False
1,3,1,55,8.349533,Greywacke,False
1,3,1,56,8.415248,Greywacke,False
1,3,1,58,12.096098,Sandstone,False
1,3,1,59,11.596275,Sandstone,False
1,3,1,61,13.361776,Sandstone,False
1,3,1,62,16.729836,Quartz,True
1,3,1,64,11.201938,Sandstone,False
1,3,1,65,15.311353,Quartz,False
1,3,1,68,8.45142,Greywacke,False
1,3,1,69,9.326529,Greywacke,False
1,3,1,71,13.290866,Sandstone,False
1,3,1,72,10.107824,Sandstone,False
1,3,1,74,13.826652,Sandstone,False
1,3,1,75,8.496284,Greywacke,False
1,3,1,77,14.914364,Sandstone,False
1,3,1,78,9.793795,Greywacke,False
1,3,1,81,17.773558,Quartz,True
1,3,1,82,11.773097,Sandstone,False
1,3,1,84,16.48014,Quartz,True
1,3,1,85,15.42187,Quartz,False
1,3,1,87,11.363538,Sandstone,False
1,3,1,88,8.241388,Greywacke,False
1,3,1,90,11.522204,Sandstone,False
1,3,1,91,10.718028,Sandstone,False
1,3,1,94,13.166099,Sandstone,False
1,3,1,95,14.561608,Sandstone,False
1,3,1,97,7.884992,Greywacke,False
1,3,1,98,9.098211,Greywacke,False
1,3,1,100,13.388285,Sandstone,False
1,3,1,101,9.656014,Greywacke,False
1,3,1,103,13.672239,Sandstone,False
1,3,1,104,12.832951,Sandstone,False
1,3,2,3,6.6598783,Greywacke,False
1,3,2,4,4.3206925,Basement,False
1,3,2,6,3.5851083,Basement,False
1,3,2,7,5.707049,Greywacke,False
1,3,2,9,3.6404243,Basement,False
1,3,2,10,6.8330083,Greywacke,False
1,3,2,12,6.0788627,Greywacke,False
1,3,2,13,5.133538,Greywacke,False
1,3,2,16,4.854996,Basement,False
1,3,2,17,4.0177827,Basement,False
1,3,2,19,6.3283997,Greywacke,False
1,3,2,20,5.0100837,Greywacke,False
1,3,2,22,6.324145,Greywacke,False
1,3,2,23,5.717357,Greywacke,False
1,3,2,25,6.5514154,Greywacke,False
1,3,2,26,6.3128448,Greywacke,False
1,3,2,29,5.3662634,Greywacke,False
1,3,2,30,7.561061,Greywacke,False
1,3,2,32,6.4759007,Greywacke,False
1,3,2,33,4.602082,Basement,False
1,3,2,35,6.048496,Greywacke,False
1,3,2,36,4.754858,Basement,False
1,3,2,38,4.2591257,Basement,False
1,3,2,39,5.6347075,Greywacke,False
1,3,2,42,6.0314274,Greywacke,False
1,3,2,43,3.4831898,Basement,False
1,3,2,45,4.664217,Basement,False
1,3,2,46,4.7195697,Basement,False
1,3,2,48,4.3093514,Basement,False
1,3,2,49,5.770218,Greywacke,False
1,3,2,51,5.577938,Greywacke,False
1,3,2,52,7.3217545,Greywacke,False
1,3,2,55,3.7013025,Basement,False
1,3,2,56,4.251377,Basement,False
1,3,2,58,7.078088,Greywacke,False
1,3,2,59,7.7966022,Greywacke,False
1,3,2,61,7.7284803,Greywacke,False
1,3,2,62,4.790262,Basement,False
1,3,2,64,4.4457073,Basement,False
1,3,2,65,6.1910434,Greywacke,False
1,3,2,68,7.3141675,Greywacke,False
1,3,2,69,3.706029,Basement,False
1,3,2,71,5.693611,Greywacke,False
1,3,2,72,3.8360736,Basement,False
1,3,2,74,4.0679827,Basement,False
1,3,2,75,3.5397885,Basement,False
1,3,2,77,5.5972395,Greywacke,False
1,3,2,78,5.0228834,Greywacke,False
1,3,2,81,3.4680402,Basement,False
1,3,2,82,6.2746925,Greywacke,False
1,3,2,84,4.0368466,Basement,False
1,3,2,85,6.9198813,Greywacke,False
1,3,2,87,3.9386647,Basement,False
1,3,2,88,3.4462385,Basement,False
1,3,2,90,5.7561336,Greywacke,False
1,3,2,91,7.694589,Greywacke,False
1,3,2,94,6.0837617,Greywacke,False
1,3,2,95,3.863348,Basement,False
1,3,2,97,7.3581367,Greywacke,False
1,3,2,98,4.0829563,Basement,False
1,3,2,100,6.1565127,Greywacke,False
1,3,2,101,3.808976,Basement,False
1,3,2,103,7.5034738,Greywacke,False
